"b.x" "b.y" "a.x" "a.y"
0.404761904761905 0.618589574131742 0.727272727272727 0.0787295821622217
0.4375 0.613434661013977 0.74 0.103923048454133
0.462962962962963 0.609425284144605 0.714285714285714 0.123717914826348
0.466666666666667 0.577350269189626 0.693548387096774 0.139681516739426
0.484848484848485 0.577350269189626 0.676470588235294 0.152828012432548
0.486111111111111 0.553294007973391 0.662162162162162 0.163842643959218
0.5 0.555144489605409 0.675 0.173205080756888
0.5 0.53611096424751 0.662790697674419 0.18126113102465
0.511111111111111 0.538860251243651 0.673913043478261 0.188266392127052
0.520833333333333 0.541265877365274 0.663265306122449 0.19441386615569
0.519607843137255 0.526407598378776 0.673076923076923 0.199852016257947
0.527777777777778 0.529237746757157 0.681818181818182 0.204696913621776
0.526315789473684 0.516576556643349 0.672413793103448 0.209040614706589
0.525 0.505181485540923 0.663934426229508 0.21295706650437
0.531746031746032 0.508618094286099 0.65625 0.21650635094611
0.53030303030303 0.498620687027404 0.664179104477612 0.219737789019932
0.528985507246377 0.489492619530335 0.671428571428571 0.222692246687427
0.534722222222222 0.493153354932805 0.678082191780822 0.225403872217868
0.54 0.496521231503078 0.684210526315789 0.227901422048536
0.538461538461538 0.48852715085276 0.689873417721519 0.230209284550294
0.537037037037037 0.481125224324688 0.695121951219512 0.232348279064118
0.535714285714286 0.474252006834335 0.688235294117647 0.234336285729907
0.53448275862069 0.467852804343317 0.681818181818182 0.236188746486665
0.538888888888889 0.471502719838194 0.675824175824176 0.237919066973747
0.537634408602151 0.465605055798085 0.680851063829787 0.239538941472292
0.536458333333333 0.460075995760483 0.685567010309278 0.241058617548246
0.54040404040404 0.463629761621972 0.68 0.242487113059643
0.53921568627451 0.458484037297644 0.674757281553398 0.243832395240279
0.538095238095238 0.453632354363277 0.679245283018868 0.245101529372954
0.537037037037037 0.449050209369709 0.674311926605505 0.246300802911171
0.536036036036036 0.444715747889306 0.678571428571429 0.247435829652697
0.535087719298246 0.440609415960504 0.682608695652174 0.248511637607708
0.534188034188034 0.436713665156255 0.686440677966102 0.249532743463313
0.5375 0.44022958025709 0.690082644628099 0.250503215970705
0.536585365853659 0.436533130362888 0.693548387096774 0.251426730130966
0.53968253968254 0.439885919382572 0.688976377952756 0.252306613700978
0.538759689922481 0.436369389503787 0.692307692307692 0.253145887260067
0.537878787878788 0.433012701892219 0.695488721804511 0.253947298854083
0.537037037037037 0.429805200396721 0.698529411764706 0.254713354054247
0.536231884057971 0.426737155487984 0.701438848920863 0.255446342123468
0.535460992907801 0.423799665681747 0.697183098591549 0.25614835886582
0.534722222222222 0.420984571284102 0.7 0.256821326639523
0.534013605442177 0.418284378698606 0.702702702702703 0.257467011935914
0.533333333333333 0.41569219381653 0.705298013245033 0.258087040862912
0.532679738562091 0.413201663243556 0.698051948051948 0.253059371235713
0.532051282051282 0.410806922308003 0.700636942675159 0.253739927223466
0.531446540880503 0.408502548954924 0.7 0.259807621135332
0.530864197530864 0.40628352276307 0.696319018404908 0.260338925064034
0.53030303030303 0.404145188432738 0.698795180722892 0.260851025236277
0.529761904761905 0.402083223185632 0.701183431952663 0.261344944337316
0.529239766081871 0.40009360759632 0.703488372093023 0.261821633702272
0.528735632183908 0.398172599441121 0.705714285714286 0.262281979431859
0.528248587570622 0.396316710206438 0.707865168539326 0.262726807889661
0.527777777777778 0.394522683946244 0.709944751381215 0.26315689065273
0.527322404371585 0.392787478219172 0.709239130434783 0.258866289174696
0.526881720430108 0.391108246870392 0.705882352941176 0.259344505946142
0.526455026455026 0.389482324453319 0.707894736842105 0.259807621135332
0.526041666666667 0.38790721211178 0.709844559585492 0.260256338961127
0.525641025641026 0.386380564765365 0.711734693877551 0.260691320526948
0.525252525252525 0.38490017945975 0.71356783919598 0.261113187070685
0.524875621890547 0.383463984760274 0.712871287128713 0.265809777399184
0.526960784313726 0.377824808513799 0.714634146341463 0.266144392382535
0.526570048309179 0.376532784254104 0.711538461538462 0.266469355010596
0.526190476190476 0.375277674973257 0.710900473933649 0.270889462795132
0.525821596244131 0.374057920883419 0.707943925233645 0.271138794642792
0.525462962962963 0.372872048851633 0.707373271889401 0.275372133000582
0.525114155251142 0.371718666464554 0.709090909090909 0.275553537567776
0.524774774774775 0.370596456574422 0.710762331838565 0.275730061294597
0.524444444444444 0.369504172281361 0.710176991150442 0.272069927737589
0.524122807017544 0.368440632311801 0.707423580786026 0.272287463198601
0.523809523809524 0.367404716757035 0.709051724137931 0.272499372742517
0.523504273504274 0.36639536313957 0.71063829787234 0.272705871829993
0.523206751054852 0.365411562778244 0.71218487394958 0.272907165058121
0.522916666666667 0.364452357425951 0.70954356846473 0.273103446836586
0.522633744855967 0.363516836156431 0.709016393442623 0.276844186455681
0.522357723577236 0.36260413247885 0.706477732793522 0.276987882182067
0.522088353413655 0.36171342166097 0.704 0.27712812921102
0.521825396825397 0.360843918243516 0.703557312252964 0.280688075534877
0.52156862745098 0.359994873730002 0.703125 0.277398762149703
0.521317829457364 0.359165574437732 0.700772200772201 0.277529376502349
0.521072796934866 0.358355339497009 0.698473282442748 0.277656999686614
0.520833333333333 0.357563518986757 0.7 0.277781733289348
0.52059925093633 0.356789492195836 0.69589552238806 0.28113511242256
0.522222222222222 0.359240167495767 0.693726937269373 0.281218581302696
0.521978021978022 0.358464727573779 0.693430656934306 0.284460899053283
0.521739130434783 0.357706145041399 0.693140794223827 0.281380095092417
0.521505376344086 0.356963876111865 0.689285714285714 0.284551204100601
0.521276595744681 0.35623740013828 0.687279151943463 0.284594920678278
0.521052631578947 0.355526218395717 0.685314685314685 0.284637720124955
0.520833333333333 0.354829852939457 0.686851211072664 0.284679631001805
0.520618556701031 0.354147845533843 0.688356164383562 0.284720680696254
0.520408163265306 0.35347975664671 0.689830508474576 0.284760895481663
0.52020202020202 0.352825164504771 0.691275167785235 0.284800300573406
0.52 0.352183664205672 0.68936877076412 0.284838920181593
0.51980198019802 0.351554866882792 0.690789473684211 0.284876777560671
0.519607843137255 0.350938398919184 0.687296416938111 0.287734824710139
0.521035598705502 0.347531229997639 0.683870967741936 0.284950294148428
0.520833333333333 0.346965306003381 0.685303514376997 0.28498599549456
0.520634920634921 0.346410161513775 0.681962025316456 0.287761605687867
0.520440251572327 0.345865491448502 0.678683385579937 0.290485010046818
0.520249221183801 0.345331002132113 0.678571428571428 0.293157667740695
0.520061728395062 0.344806410766026 0.68 0.293116290511656
0.521406727828746 0.341643049199366 0.679878048780488 0.29571599153615
0.521212121212121 0.341161522702961 0.681268882175227 0.295652177122784
0.521021021021021 0.340688672359644 0.682634730538922 0.295589509076126
0.520833333333333 0.340224265772458 0.683976261127596 0.29552795678104
0.520648967551622 0.339768078770886 0.685294117647059 0.295467490702926
0.52046783625731 0.339319895050043 0.685131195335277 0.297932937745084
0.520289855072464 0.338879505828693 0.683526011560694 0.297852667775573
0.517241379310345 0.338446709524953 0.683381088825215 0.295292329657158
0.517094017094017 0.338021311448627 0.684659090909091 0.295235933108331
0.516949152542373 0.337603123509188 0.680281690140845 0.295180489740611
0.516806722689076 0.337191963938479 0.67877094972067 0.295125975591345
0.516666666666667 0.336787657027282 0.68005540166205 0.295072367494421
0.516528925619835 0.336390032874947 0.679945054945055 0.297398833717184
0.516393442622951 0.33599892715134 0.677111716621253 0.294967780580531
0.516260162601626 0.335614180870392 0.677027027027027 0.29725736832601
0.516129032258065 0.335235640174621 0.675603217158177 0.297188342317448
0.517333333333333 0.332553755053224 0.675531914893617 0.299423676840364
0.517195767195767 0.332205512033713 0.675461741424802 0.297053568580414
0.517060367454068 0.331862753156242 0.674083769633508 0.296987769360632
0.516927083333333 0.33152534988623 0.672727272727273 0.296922995583236
0.516795865633075 0.331193177674669 0.672680412371134 0.299091247698749
0.519230769230769 0.330866115804824 0.673913043478261 0.299011328672377
0.519083969465649 0.330544047245969 0.671319796954315 0.301130660706772
0.518939393939394 0.330226858513763 0.668765743073048 0.303217962534098
0.518796992481203 0.329914439536929 0.66625 0.305273954834015
0.51865671641791 0.329606683529898 0.666253101736973 0.303001444003985
0.518518518518518 0.32930348687112 0.667487684729064 0.302895584574853
0.518382352941176 0.329004748986735 0.668704156479218 0.302791278095782
0.518248175182482 0.328710372239349 0.668689320388349 0.304790494050349
0.515700483091788 0.328420261821635 0.669879518072289 0.304673997475971
0.515587529976019 0.328134325654535 0.667464114832536 0.302487341991694
0.51547619047619 0.327852474289823 0.667458432304038 0.300331850243535
0.515366430260047 0.327574620816809 0.667452830188679 0.302291886226644
0.516431924882629 0.329333604256054 0.666276346604215 0.302196218182392
0.516317016317016 0.329049279293388 0.666279069767442 0.304115897608024
0.516203703703704 0.328768903288537 0.66743648960739 0.304008917725715
0.516091954022988 0.328492394538925 0.665137614678899 0.305889706841293
0.515981735159817 0.328219673580404 0.665148063781321 0.307744790410871
0.515873015873016 0.327950663111114 0.664027149321267 0.307615358357821
0.515765765765766 0.327685287918436 0.662921348314607 0.307487671456048
0.516778523489933 0.329360891819585 0.660714285714286 0.309294787065871
0.516666666666667 0.329089653438087 0.660753880266075 0.311077861226339
0.516556291390728 0.328822007617933 0.66079295154185 0.309022280645549
0.516447368421053 0.328557883453307 0.659737417943107 0.308888710759001
0.516339869281046 0.32829721189214 0.660869565217391 0.308756883088365
0.516233766233766 0.328039925675924 0.660907127429806 0.310497229002628
0.517204301075269 0.32592353905866 0.660944206008584 0.30849831980304
0.516025641025641 0.323834285603155 0.662046908315565 0.308371519044779
0.516985138004246 0.325449037090967 0.661016949152542 0.308246330160563
0.517932489451477 0.323389233058746 0.661052631578947 0.30994593398601
0.517819706498952 0.323170905395451 0.661087866108787 0.308000666617897
0.51875 0.324759526419165 0.662162162162162 0.307880133154135
0.520703933747412 0.32453539976187 0.660123966942149 0.305971785221362
0.520576131687243 0.324314040100345 0.660164271047228 0.304086948762092
0.520449897750511 0.324095396508287 0.659183673469388 0.30399259071617
0.520325203252032 0.323879419301497 0.660243407707911 0.303899381044032
0.52020202020202 0.323666060000245 0.659274193548387 0.303807298908251
0.520080321285141 0.323455271292983 0.660320641282565 0.303716323972499
0.519960079840319 0.323247007001377 0.658366533864542 0.305351586593318
0.520833333333333 0.321322917673988 0.659405940594059 0.305252518561644
0.520710059171598 0.321129735525591 0.659448818897638 0.30685939504173
0.520588235294118 0.320938826108351 0.658512720156556 0.306752638131083
0.52046783625731 0.320750149549792 0.657587548638132 0.306647127410054
0.521317829457364 0.318885323098921 0.658607350096712 0.306542841184821
0.521194605009634 0.318710697731845 0.657692307692308 0.306439758262186
0.522030651340996 0.316879027055226 0.65774378585086 0.304681977622059
0.522857142857143 0.318367434153136 0.658745247148289 0.304590683840535
0.522727272727273 0.318198727905646 0.659735349716446 0.304500425527232
0.523540489642185 0.316400994979625 0.657894736842105 0.302783317864484
0.523408239700375 0.316245231719037 0.658878504672897 0.30270420655643
0.523277467411546 0.316091208830074 0.657063197026022 0.304235690177061
0.523148148148148 0.315938897306545 0.654343807763401 0.304149402438158
0.523020257826888 0.315788268783276 0.654411764705882 0.302472107939418
0.522893772893773 0.315639295518504 0.653564899451554 0.302396438981404
0.522768670309654 0.315491950376845 0.653636363636364 0.300747003859687
0.523550724637681 0.316915093413871 0.65370705244123 0.299115464959906
0.524324324324324 0.315202038854877 0.653776978417266 0.300616731889203
0.524193548387097 0.315059421090038 0.653846153846154 0.302101885041083
0.524064171122995 0.314918328648887 0.653024911032029 0.302030211995996
0.523936170212766 0.314778737191152 0.650442477876106 0.301959300080592
0.523809523809524 0.314640622891701 0.650528169014085 0.303413829847013
0.524561403508772 0.316023305240637 0.649737302977233 0.303336393619768
0.524432809773124 0.31588012110113 0.650696864111498 0.303259766830439
0.525173611111111 0.317241944789091 0.649913344887348 0.303183936853478
0.525043177892919 0.317093930228499 0.647413793103448 0.303108891324553
0.524914089347079 0.316947441591212 0.647512864493997 0.304520081948216
0.524786324786325 0.316802455401487 0.648464163822526 0.304438964470298
0.524659863945578 0.316658948662677 0.649405772495755 0.304358673316433
0.524534686971235 0.316516898845074 0.649493243243243 0.302816315174626
0.524410774410774 0.316376283874113 0.650420168067227 0.302745015104476
0.525125628140704 0.314786453301881 0.648829431438127 0.304122633436007
0.525833333333333 0.313212521035372 0.649750415973378 0.304045524456766
0.525704809286899 0.313090444485916 0.64817880794702 0.30253536456708
0.525577557755776 0.312969576615168 0.64827018121911 0.30389359309075
0.525451559934319 0.312849899560881 0.647540983606557 0.303818748212901
0.525326797385621 0.312731395811047 0.647634584013051 0.30233187016292
0.526016260162602 0.311205876807091 0.647727272727273 0.300859474691347
0.526699029126214 0.309695168667251 0.647011308562197 0.300800422962285
0.526570048309179 0.30959362260893 0.645498392282958 0.302134264664346
0.526442307692308 0.309493052955016 0.6448 0.302069660840012
0.526315789473684 0.309393445690134 0.644108280254777 0.302005674249669
0.526984126984127 0.3079201435678 0.644215530903328 0.303314761071887
0.526856240126382 0.307828934994469 0.641955835962145 0.303245488391396
0.52751572327044 0.306376911716193 0.642072213500785 0.304536405726396
0.527386541471049 0.306293804781351 0.64140625 0.304462056017967
0.527258566978193 0.306211474546834 0.640746500777605 0.304388400085977
0.527131782945736 0.306129910174964 0.641640866873065 0.30431542826481
0.527006172839506 0.30604910102876 0.642526964560863 0.304243131067569
0.527649769585253 0.307299336826736 0.64340490797546 0.304171499181958
0.5282874617737 0.305889706841293 0.643511450381679 0.302778347277308
0.528158295281583 0.305811101488569 0.643617021276596 0.304030194945601
0.528030303030303 0.305733210729961 0.642208774583964 0.30527067939754
0.52790346907994 0.305656024865096 0.643072289156627 0.305195699526444
0.527777777777778 0.305579534368383 0.643178410794603 0.306419783048167
0.527653213751868 0.305503729885093 0.644029850746269 0.306340329398376
0.527529761904762 0.305428602227548 0.643387815750372 0.306261584102075
0.528148148148148 0.304071141773203 0.641272189349112 0.306183537728522
0.528761061946903 0.302725694243233 0.642120765832106 0.306106181013645
0.52863436123348 0.302663797504694 0.642228739002933 0.304759672886019
0.528508771929825 0.302602443720001 0.643065693430657 0.304689229652627
0.528384279475983 0.302541625776223 0.643168604651163 0.305878158604097
0.526811594202899 0.30248133668413 0.643270622286541 0.304550178176004
0.526695526695527 0.302421569575518 0.644092219020173 0.304481554068304
0.526580459770115 0.302362317700601 0.644189383070301 0.305656024865096
0.526466380543634 0.302303574425469 0.643571428571429 0.30558324962108
0.526353276353276 0.302245333229612 0.642958748221906 0.305511095502903
0.526241134751773 0.302187587703506 0.642351274787535 0.305439554592529
0.526129943502825 0.302130331546266 0.641748942172073 0.305368619105937
0.526019690576653 0.302073558563348 0.64185393258427 0.306514609204605
0.525910364145658 0.302017262664321 0.63986013986014 0.306439758262186
0.525801952580195 0.301961437860683 0.639972144846797 0.307571696330128
0.525694444444444 0.301906078263742 0.639389736477115 0.307493069859662
0.525587828492393 0.301851178082543 0.638121546961326 0.306218927304995
0.526170798898072 0.302989604078853 0.636863823933975 0.304955300369761
0.526063100137174 0.302930696797026 0.636301369863014 0.304888395578905
0.526639344262295 0.301689177547858 0.637107776261937 0.304822038439816
0.526530612244898 0.301636059005192 0.637228260869565 0.305932887206459
0.52710027100271 0.302756848477487 0.636671177266576 0.305862828670823
0.526990553306343 0.302699837490107 0.636792452830189 0.306960486786129
0.526881720430108 0.302643286268755 0.63758389261745 0.306886854495425
0.527443105756359 0.301427851384142 0.638368983957219 0.30681381283807
0.527333333333333 0.301376840516985 0.637816245006658 0.3067413547359
0.527224435590969 0.30132623611092 0.636604774535809 0.305520898417322
0.527116402116402 0.301276033327126 0.637384412153236 0.305454138455013
0.527009222661396 0.301226227403283 0.636842105263158 0.305387905545039
0.526902887139108 0.301176813652068 0.637614678899083 0.305322193470529
0.526797385620915 0.301127787459687 0.637728459530026 0.304126414644927
0.52734375 0.299951507039923 0.636540962288687 0.305192307445491
0.527237354085603 0.299907630104339 0.636658031088083 0.304006326976144
0.527131782945736 0.299864093300038 0.636774193548387 0.305064432558905
0.527027027027027 0.299820892687277 0.636889460154242 0.306114377944371
0.526923076923077 0.299778024386921 0.635083226632522 0.306047389813707
0.527458492975734 0.300841519577736 0.633928571428571 0.307085538586829
0.527989821882952 0.301896896484652 0.634053367217281 0.308115772629788
0.52788339670469 0.301846623625755 0.632911392405063 0.309138182110395
0.527777777777778 0.30179673162185 0.632408575031526 0.309060768311471
0.528301886792453 0.300657876030824 0.633165829145729 0.308983938033644
0.528822055137845 0.299527583263791 0.632040050062578 0.30782379809109
0.529338327091136 0.298405757109245 0.630299251870324 0.307752169674021
0.529850746268657 0.297292302791673 0.630434782608696 0.308756883088365
0.529739776951673 0.297260268709157 0.631188118811881 0.308682322140988
0.530246913580247 0.296159304750975 0.631319358816276 0.309676161649183
0.530135301353014 0.29613168788693 0.631449631449632 0.310662675559037
0.530024509803922 0.296104274088062 0.631578947368421 0.309521931340338
0.52991452991453 0.296077061122885 0.632317073170732 0.309445662571757
0.530413625304136 0.297103605677873 0.632442284325638 0.308317671092151
0.530909090909091 0.296023228929954 0.632566585956416 0.309294787065871
0.531400966183575 0.294950680999048 0.631483715319662 0.310264831030131
0.531287605294826 0.294928025596867 0.630408653846154 0.311227879485033
0.529976019184652 0.29490553318319 0.629940119760479 0.31114685165908
0.529868578255675 0.294883202005454 0.630071599045346 0.310032960782019
0.530952380952381 0.29486103033613 0.629607609988109 0.309956773530459
0.530842230130486 0.294839016472282 0.630331753554502 0.309881127894432
0.530732860520095 0.294817158735128 0.631050767414404 0.309806018118872
0.530624263839812 0.294795455469615 0.63 0.310750291946181
0.531103286384977 0.293757443302468 0.628956623681125 0.309657383533709
0.530994152046784 0.293739610640336 0.628504672897196 0.309583847614531
0.530885780885781 0.293721902682135 0.628055878928987 0.309510825333903
0.531358885017422 0.292698481418434 0.626450116009281 0.309438311329011
0.53125 0.292684511464185 0.626011560693642 0.309366300311435
0.531141868512111 0.292670638187821 0.626728110599078 0.309294787065871
0.531034482758621 0.292656860589224 0.625717566016074 0.308229477810765
0.530927835051546 0.292643177682027 0.626430205949657 0.308162357639543
0.530821917808219 0.292629588493372 0.625427594070695 0.309083182878597
0.531285551763367 0.291630852696466 0.626136363636364 0.30901360998672
0.531179138321995 0.291620799233535 0.625707814269536 0.308944509843826
0.529943502824859 0.291610813929675 0.625282167042889 0.308875877647723
0.530405405405405 0.290625642260994 0.62429696287964 0.309781865470699
0.53030303030303 0.290619074895115 0.623878923766816 0.309710878707664
0.53076062639821 0.289643843100165 0.624022346368715 0.310607993983022
0.531215161649944 0.288675134594813 0.624164810690423 0.311499115169681
0.531666666666667 0.287712884146163 0.624306326304107 0.312384302142001
0.532115171650055 0.288675134594813 0.624446902654867 0.313263613979548
0.532008830022075 0.288675134594813 0.624586549062845 0.314137108980243
0.532453245324532 0.287722411378328 0.624725274725275 0.315004844673241
0.532894736842105 0.286775956077742 0.624315443592552 0.314918328648887
0.533333333333333 0.287728658743682 0.625 0.314832379323382
0.53322440087146 0.287731751802019 0.624591947769314 0.314746991146902
0.533116178067318 0.287734824710139 0.623644251626898 0.313722868616055
0.533008658008658 0.28773787766431 0.624324324324324 0.313641632721932
0.532362459546926 0.288675134594813 0.623383620689655 0.314494139089823
0.532795698924731 0.287743924483217 0.622986036519871 0.314410941438389
0.532690246516613 0.287746918727948 0.622055674518201 0.313401056187516
0.533119658119658 0.288675134594813 0.621131270010672 0.314246144382827
0.533546325878594 0.28775284981975 0.621808510638298 0.314164534777121
0.534501061571125 0.287755787032409 0.620890774125133 0.313165071782072
0.534920634920635 0.286842276597385 0.621035940803383 0.312171947875786
0.534810126582278 0.286848076780922 0.62118018967334 0.313010235509023
0.533648790746583 0.28685384037024 0.620273109243697 0.31384323981684
0.533542976939203 0.286859567710569 0.620418848167539 0.314671010589738
0.533960292580982 0.285960321416805 0.621085594989562 0.314589603879942
0.534375 0.286870915003595 0.620707596253902 0.314508705432642
0.534267912772586 0.286876535625375 0.620850622406639 0.315326677104085
0.534679089026915 0.285985614707284 0.620992761116856 0.31613957346009
0.534571723426213 0.285993941394242 0.620618556701031 0.316054631896589
0.534465020576132 0.286002216681898 0.620760534429599 0.31508015718365
0.534358974358974 0.286010441044707 0.620389344262295 0.314998994204381
0.534253578732106 0.286018614951302 0.620531154239019 0.315802930695653
0.534658511722732 0.285143940287843 0.619653767820774 0.316601955151337
0.535569105691057 0.285154706124144 0.618274111675127 0.316516898845074
0.53596757852077 0.286042838534678 0.618421052631579 0.317308903006039
0.535858585858586 0.286050815189406 0.617053481331988 0.317222221567862
0.536253776435045 0.285186613330827 0.616700201207243 0.317136063357682
0.536646586345382 0.28606662434245 0.616850551654965 0.317919054949954
0.535535535535536 0.286074457706571 0.6155 0.317831323188889
0.535429141716567 0.286082244164321 0.615653040877368 0.318607551342431
0.535323383084577 0.286089984135755 0.615805168986084 0.319379149904599
0.535714285714286 0.285238525849636 0.61595639246779 0.318429558775051
0.536102868447082 0.284392120728421 0.616106719367589 0.319197110288138
0.535996055226824 0.284404792367079 0.614778325123153 0.319106897552099
0.535889872173058 0.284417389246807 0.613457760314342 0.319017216521773
0.53578431372549 0.284429912027242 0.613124387855044 0.318928062510234
0.536168132942326 0.283595806713379 0.61181640625 0.318839430885482
0.536549707602339 0.282766579208369 0.610516066212269 0.318751317069638
0.536929057337221 0.281942186849161 0.610679611650485 0.319504517901055
0.537306201550388 0.281122587468786 0.609390125847047 0.319414984358055
0.53719806763285 0.281144478909731 0.609555984555985 0.320161901206023
0.537090558766859 0.281166243810555 0.610202117420597 0.320070986576732
0.536983669548511 0.281187883265264 0.608925143953935 0.319980595448185
0.53735632183908 0.280379872106456 0.608133971291866 0.320719455755577
0.537249283667622 0.280403640766881 0.608301526717557 0.319801365710475
0.537142857142857 0.28042727360639 0.608468125594672 0.320536519573879
0.537037037037037 0.280450771785844 0.607210626185958 0.320445832519859
0.536458333333333 0.281294236267105 0.606906338694418 0.32035566024571
0.536355051935788 0.281315145327523 0.607075471698113 0.32108300347857
0.536252354048964 0.281335936257657 0.605832549388523 0.320991541948324
0.536150234741784 0.281356610055789 0.605534709193246 0.320900595210932
0.536048689138577 0.281377167708989 0.605706267539757 0.321620285596279
0.536414565826331 0.280588996370869 0.604477611940298 0.321528088345342
0.536312849162011 0.280611583349148 0.605116279069768 0.321436405683713
0.536211699164345 0.280634044494679 0.604359925788497 0.322148596398479
0.536111111111111 0.280656380856068 0.604070305272896 0.322055700574787
0.53601108033241 0.280678593470303 0.603782287822878 0.321963318934621
0.535911602209945 0.280700683362912 0.604415823367065 0.321871447220711
0.535812672176309 0.280722651548124 0.604128440366972 0.321780081222658
0.536172161172161 0.279951435472442 0.60384263494968 0.321689216776287
0.536073059360731 0.279975336017983 0.604014598540146 0.322389018927054
0.536429872495446 0.279210376083508 0.603730664240218 0.322296988305583
0.536784741144414 0.278449584868021 0.603448275862069 0.322205458758276
0.53713768115942 0.277692928387402 0.60316742081448 0.322114426203986
0.53613369467028 0.277722690463844 0.602888086642599 0.322023886605766
0.536486486486486 0.276972088597726 0.603060306030603 0.32271333678376
0.537286612758311 0.277003633196101 0.603680430879713 0.322621671966375
0.537186379928315 0.277035008199861 0.602954341987466 0.32330581323018
0.537533512064343 0.276292286998253 0.603571428571429 0.323213052483835
0.537878787878788 0.275553537567776 0.604185218165628 0.323120787342547
0.537777777777778 0.275588528493181 0.604351687388988 0.323798130544626
0.537677304964539 0.275623333296643 0.604517271922055 0.324471874048554
0.538019451812555 0.274892236921851 0.604681978798587 0.32514204647384
0.538359788359788 0.274165008781846 0.604845814977974 0.325808676137406
0.538698328935796 0.274964969891101 0.604569420035149 0.325710784551617
0.539035087719298 0.274241377865072 0.603856266432954 0.326372413345582
0.539807524059493 0.274279261741003 0.604020979020979 0.327030572058459
0.540139616055846 0.273561253202414 0.60462074978204 0.326930252692818
0.540034812880766 0.273600715033726 0.605217391304348 0.326830456732562
0.539930555555556 0.273639971334666 0.605377276669558 0.327482286253266
0.53982683982684 0.273679023706771 0.605103806228374 0.327381575652076
0.540155440414508 0.272970010691986 0.605263157894737 0.328028604194451
0.540482342807924 0.272264661827149 0.604130808950086 0.327927003154176
0.540378006872852 0.272306956860055 0.603862660944206 0.327825925381062
0.54070265638389 0.271606938976096 0.604452054794521 0.327725366843084
0.541025641025641 0.27091051092744 0.604611443210931 0.328364884099309
0.541773231031543 0.270955944747561 0.603918228279387 0.329001132953884
0.541666666666667 0.271001146762477 0.603653355989805 0.328898347911337
0.541984732824427 0.270311576414481 0.603813559322034 0.329530005338316
0.541878172588832 0.270358184430167 0.604395604395604 0.329426400425188
0.542194092827004 0.269673733330344 0.604553119730185 0.330053526568774
0.542508417508417 0.268992739054257 0.60470984020185 0.330677488072443
0.542821158690176 0.268315175479813 0.604446308724832 0.330571777451275
0.543132328308208 0.267641016747452 0.60418410041841 0.330466597594731
0.54344193817878 0.266970237256857 0.603088480801336 0.330361944515433
0.54375 0.266302811663715 0.602830974188177 0.330257814265839
0.544056525353283 0.265638714876524 0.602159468438538 0.330873493140234
0.543532338308458 0.264977922053448 0.601905550952775 0.330768609067627
0.544251447477254 0.265036724069679 0.601652892561984 0.330664245081331
0.544141914191419 0.265095234986821 0.600989282769992 0.331274350664451
0.5440329218107 0.265153456961161 0.601151315789474 0.331881445858181
0.543924466338259 0.265211392127747 0.600082034454471 0.331775113672956
0.544226044226044 0.264559767085664 0.599427168576105 0.330960608483906
0.544117647058824 0.264618873378578 0.6 0.33085705222132
0.5440097799511 0.264677690643166 0.600162866449511 0.330048769520454
0.54390243902439 0.264736220994267 0.600324939073924 0.329244426459072
0.543795620437956 0.264794466526142 0.600081037277147 0.329145797710617
